69349226,0
29913134,1
36713283,1
84230440,0
54370942,0
36967491,0
56069126,1
89490268,1
30100131,0
22304706,0
15396285,1
50260697,1
57669105,0
28684723,1
5249787,0
17725035,0
72169963,0
32171308,1
33094538,1
55420834,1
69972034,1
53316260,1
26303757,0
99374190,1
45155425,0
55132743,0
73063819,1
83488629,1
59787006,1
19124222,1
92596525,1
29871737,1
10568383,0
68959658,0
12564580,0
26446907,1
7103650,1
72881667,0
12967691,1
68333641,0
1456032,0
59366140,1
25274244,0
54953302,1
83071315,0
99493906,1
45581563,0
16019612,0
32352152,1
96637412,0
39154577,0
21070141,1
79042181,0
4949434,0
15918868,0
29296347,1
82356339,0
49905789,1
96521560,1
30272172,0
83486505,1
83686973,1
99027830,0
4335714,1
39663425,0
12326108,0
47087909,0
22836323,0
60661545,1
32402947,1
958551,0
41479956,1
82511790,1
99937242,0
24671998,0
11905139,0
92175363,0
41973103,0
93033037,0
37971840,0
61844354,0
63577186,0
21116895,0
72005653,0
17754551,0
1917990,0
71071570,0
81354131,0
75453086,0
32482754,0
80631881,0
56667500,0
63867904,1
85132963,0
48910984,0
24096755,0
66902857,0
29126516,0
30244886,0
42972559,1
36313186,0
118393,1
15309109,1
68737554,1
37584629,1
50148227,1
52425292,1
60627361,1
42846027,1
6261789,1
21931906,0
27881173,1
66073172,0
55754881,1
91425742,1
61420178,1
98293207,1
72480924,1
79981220,0
1390455,0
76843160,1
48966369,1
3798042,1
6513445,0
6112047,1
17736533,0
22963355,0
94239905,0
23343842,0
53848915,0
34791307,0
65122155,0
68767865,0
86698716,0
23363230,1
58703605,1
147717,0
15622467,0
82707872,0
42844641,0
98373165,0
24841927,0
34733487,0
84005843,0
70497725,0
11558330,0
98270793,0
1843617,0
82467938,0
11924428,0
27165199,0
60205553,0
33502604,0
75226324,1
95941349,1
24946589,1
29883029,1
53399174,1
36007282,0
56152021,1
34603233,0
62830113,1
65477192,1
97330167,0
69899430,1
99260272,1
881180,1
94858056,1
32219788,1
49794811,1
91806404,1
68001226,1
26986800,1
89527012,1
21397573,1
32202067,0
53019824,0
59522322,0
69280180,0
19462479,0
72292398,0
63785250,1
62393188,1
89661221,1
91396130,0
39488191,1
15073294,1
66653195,1
84354677,1
37812944,1
48586005,1
24420807,1
9219703,0
28704381,0
29059369,1
92940675,1
91988503,1
4259527,1
63777671,1
40343730,1
32500536,1
98555769,1
61901487,1
12869341,0
64533248,1
48932710,0
3417275,1
19504109,1
30978443,1
49824935,1
11727044,1
64871772,1
50321911,1
11842107,1
62613003,1
27113750,0
5657413,1
18254500,1
61486774,1
62935173,1
55359369,1
82366177,0
21901982,1
39186640,1
7099324,1
35358595,1
30810700,1
22935837,1
12889747,0
3373716,1
33900129,1
92033048,1
3867389,1
93769947,0
37615139,1
62498130,1
24392673,1
11456506,1
11310631,1
90924722,1
53991713,1
74730847,1
52570309,1
39446115,1
26693996,1
30058667,1
95211144,1
28335798,1
60821013,1
25555317,1
89457303,1
65237154,1
16962962,0
3240357,1
98366204,1
34066171,1
10627732,1
73708304,1
6486147,1
46626842,1
74702808,1
46437526,1
92176842,1
9617962,0
82854019,0
49303681,1
8159467,0
1354289,0
37593078,1
64589630,0
95797187,0
27726027,0
17915652,1
92638367,1
36042543,1
42139724,1
15312711,1
21919320,1
46656923,1
71159235,1
44503465,1
35579700,1
14862367,1
56795504,1
37812377,0
43552660,1
68481168,1
33995630,1
42189373,1
40682551,1
9279334,1
75621696,1
66224409,1
64609545,1
19730383,1
19677181,1
83925746,1
10389030,1
40476948,1
51283615,1
75493704,1
78928788,1
44668819,1
22696804,0
74828268,1
22809902,1
83605785,1
77223836,0
265252,0
57795160,0
38280794,1
37274703,1
75257899,0
81058279,0
57951017,1
21690574,1
54529060,1
78279079,1
88284939,1
53919370,1
44234532,0
62587321,1
26694717,0
64348851,1
76645962,0
39770899,0
41680543,1
39932596,1
11364545,1
60568775,1
88452595,1
93596112,1
48992664,1
47386671,0
81442650,0
62876634,0
78148209,1
20517918,0
87530247,0
59668556,0
37024971,0
2956259,0
96555979,1
97814733,0
87792426,0
28265097,0
56367886,0
5417846,0
25464337,0
41488824,0
988304,0
42378224,1
28696645,1
65319246,0
84896191,0
50052262,0
61773472,0
19461631,1
8246548,1
67248502,1
11055798,0
50060985,1
27848421,1
76082508,0
64906537,1
82080495,1
16417265,0
32133988,0
71542706,0
71136860,1
40582691,1
94249256,0
66417708,0
59071202,0
65213516,0
48918543,1
89968137,0
81127474,0
2609492,1
4362843,1
23817772,0
18273641,0
61767337,0
19534847,0
62081066,0
9486560,1
87235662,1
91029297,1
85135124,1
33680132,1
79243878,0
60840620,1
59890536,1
73267313,1
30361151,1
5495766,1
77879509,0
19369646,1
58390938,0
32110547,0
17933066,1
79292140,1
75757662,1
39350890,1
89619501,1
18363724,1
29348946,1
5751960,0
20312428,0
73841661,0
99971309,0
25123417,1
11670538,0
76455685,1
20722014,1
70802870,0
66127666,1
68450055,1
35503255,1
69721960,1
73405845,1
93732119,0
94788527,0
68978162,0
12047271,0
53664795,0
25170422,1
72228219,1
67279240,0
37171712,1
90757807,1
73553089,0
16995710,1
75358723,0
64646715,0
42323340,1
90134508,1
13319433,1
15586529,1
9771755,1
89193031,1
64413192,0
46604908,1
75844066,0
60207718,1
70976374,1
83910211,0
58070909,0
34244644,1
54605851,1
45433511,1
14351501,1
92538676,0
63965293,1
50825588,0
97832491,0
96712077,0
13226236,0
55628189,1
40078897,1
8146350,1
80626138,0
8712942,0
7107283,0
97349709,0
63045736,0
87550456,0
45895175,0
84653383,0
93566737,0
51942523,1
72535154,0
4201413,1
27200324,0
7046848,0
72254388,0
2565951,1
81877442,1
60293860,1
73548971,0
7341487,1
35667986,1
74434531,1
65714191,1
65083817,1
47872402,1
86309025,1
78890262,1
86268059,0
66124896,1
27495316,0
81158144,0
4391820,0
12778953,0
16371367,1
25461756,1
35073471,0
20081082,1
16043583,1
97661621,1
43750355,1
77512204,1
49230835,0
70898936,0
84558435,0
6915974,0
19669356,1
20015117,1
6166332,0
49645668,0
81240286,1
96293330,0
1803396,0
55144934,0
21096989,0
4929204,0
4985440,0
1335771,0
62264814,0
50500011,0
75336060,0
75923668,0
36223163,0
20682574,0
15893695,0
66106875,0
37186112,1
58716502,1
39512522,1
53878299,0
14635230,0
88451576,0
23296863,0
37465393,1
1750927,1
2912381,1
6654662,1
40108595,1
27650787,1
47369171,0
62882056,1
86227046,1
84636884,1
77797724,1
51405907,1
14537375,1
84749093,1
62531146,1
