89569697,89569697
28017435,86424263
28017435,22519753
86424263,22519753
86424263,93572293
86424263,3418557
86424263,96672689
86424263,57881296
18708817,48079819
20311421,85417632
4354242,92492721
84777922,84777922
32874103,96759240
96759240,69158795
96759240,25261952
96759240,59564886
96759240,905989
96759240,79614505
96759240,39607739
96759240,33702888
96759240,14014
96759240,17622581
96759240,4577634
96759240,1916836
96759240,26076808
96759240,86686372
96759240,87038069
96759240,72497643
96759240,4177840
96759240,21342751
96759240,84625168
96759240,16610503
96759240,99284834
96759240,2990343
96759240,79379780
96759240,28808016
96759240,27749824
96759240,25832602
96759240,67657273
96759240,2420450
7589190,28149603
4132837,50339848
50339848,6093433
50339848,13781429
50339848,75393597
50339848,2908917
50339848,61741796
50339848,65962592
70686304,31780284
31780284,16784592
79620805,83034660
83034660,93101447
76958241,57907686
89040507,86206682
10122893,29318998
13068938,13068938
55144017,4881135
78654461,98252203
886269,78539399
78539399,82524586
91853686,91853686
76542854,76542854
62377287,16949236
40260829,40260829
89602127,53558623
9910511,9910511
63413727,21142840
12811225,90838110
90838110,19978973
90838110,72089718
90838110,13122259
90838110,92152278
90838110,22774851
90838110,9798873
90838110,56604302
90838110,70670462
90838110,95367301
90838110,74074227
90838110,82656403
90838110,3766723
90838110,43277386
90838110,79906206
90838110,10993481
90838110,79801449
90838110,67922395
90838110,44613765
90838110,10105062
90838110,40625145
90838110,70841580
90838110,93561030
90838110,46939874
90838110,58515741
90838110,6123730
90838110,94706004
90838110,56690477
90838110,13816542
90838110,26046365
90838110,99221315
93134451,37035281
4981312,87893354
36940071,96394617
98937870,98937870
67753496,37577789
37577789,2948819
37577789,44624071
35167856,35167856
42036889,31336242
574987,40759363
48648980,48648980
48683512,49264948
76750952,76750952
69505024,69505024
87246320,7432513
7432513,66389124
45601078,8793663
63620396,63620396
70727844,97227643
58701299,58701299
42748122,42748122
18589046,5373542
33125612,33125612
33125612,90092138
37255984,9382778
9382778,29587340
9382778,56772163
9382778,62736784
9382778,38906318
9382778,31222746
9382778,4999969
9382778,67477828
9382778,3534016
9382778,97980671
9382778,58774445
9382778,64682318
9382778,83634267
9382778,23301968
9382778,18200195
9382778,85969957
9382778,84041069
9382778,92259357
9382778,2739937
9382778,58572917
9382778,52163672
9382778,55857888
9382778,8093180
9382778,74487687
9884000,10139355
69488152,77019888
77019888,29490326
77019888,74938285
77019888,1954518
77019888,98370076
42556606,72454148
72454148,43609455
86599989,86599989
38263810,60774243
90468627,6879595
74580768,74580768
